tubeID,lastStation,leftStation,nextStation,nextStationDistance
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Thymio,598.7117169948481

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Deckelentnahme,574.8812743853788

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Deckelentnahme,543.0939209755807

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Deckelentnahme,502.53465178873313

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Deckelentnahme,450.1482545772752

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Deckelentnahme,416.0070537798553

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Deckelentnahme,382.0350568069765

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Thymio,True,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
2,Thymio,False,Thymio,
3,Deckelentnahme,False,Deckelentnahme,339.57732979950316

5,Thymio,False,Thymio,
4,Thymio,False,Thymio,
